Journal name,Group,Category,JIF Quartile
APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,Biology & Biochemistry,ANATOMY & MORPHOLOGY,Q3
Anatomy & Cell Biology,Biology & Biochemistry,ANATOMY & MORPHOLOGY,Q3
ANIMAL SCIENCE JOURNAL,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
SURGICAL AND RADIOLOGIC ANATOMY,Biology & Biochemistry,ANATOMY & MORPHOLOGY,Q3
Mljekarstvo,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
Animal Production Science,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
JOURNAL OF DAIRY RESEARCH,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
Avian Biology Research,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
Scientia Agropecuaria,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
ACTA SCIENTIARUM-AGRONOMY,Biology & Biochemistry,AGRONOMY,Q3
PROTEIN EXPRESSION AND PURIFICATION,Biology & Biochemistry,BIOCHEMICAL RESEARCH METHODS,Q4
Journal of Seed Science,Biology & Biochemistry,AGRONOMY,Q3
JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,Biology & Biochemistry,BIOCHEMICAL RESEARCH METHODS,Q4
Journal of Agricultural Extension,Biology & Biochemistry,AGRONOMY,Q3
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q2
ZOOMORPHOLOGY,Biology & Biochemistry,ANATOMY & MORPHOLOGY,Q4
ANIMAL SCIENCE PAPERS AND REPORTS,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
AGRICULTURAL RESEARCH,Biology & Biochemistry,AGRONOMY,Q3
Journal of Agricultural Sciences-Tarim Bilimleri Dergisi,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Acta Crystallographica Section F-Structural Biology Communications,Biology & Biochemistry,BIOCHEMICAL RESEARCH METHODS,Q4
CALIFORNIA AGRICULTURE,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
JOURNAL OF AGRICULTURAL METEOROLOGY,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
GRASSLAND SCIENCE,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
GRASSLAND SCIENCE,Biology & Biochemistry,AGRONOMY,Q3
Crop Breeding and Applied Biotechnology,Biology & Biochemistry,AGRONOMY,Q3
Journal of Agriculture and Environment for International Development,Biology & Biochemistry,AGRONOMY,Q3
AGRICULTURAL AND FOOD SCIENCE,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
CAHIERS AGRICULTURES,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
CAHIERS AGRICULTURES,Biology & Biochemistry,AGRONOMY,Q3
Crop Forage & Turfgrass Management,Biology & Biochemistry,AGRONOMY,Q3
JSFA Reports,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
ANATOMIA HISTOLOGIA EMBRYOLOGIA,Biology & Biochemistry,ANATOMY & MORPHOLOGY,Q4
CANADIAN JOURNAL OF ANIMAL SCIENCE,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
Romanian Agricultural Research,Biology & Biochemistry,AGRONOMY,Q3
Vavilovskii Zhurnal Genetiki i Selektsii,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Tropical Animal Science Journal,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
Brazilian Journal of Poultry Science,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
CIENCIA E AGROTECNOLOGIA,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
CIENCIA RURAL,Biology & Biochemistry,AGRONOMY,Q3
Revista Caatinga,Biology & Biochemistry,AGRONOMY,Q3
AgroLife Scientific Journal,Biology & Biochemistry,AGRONOMY,Q3
JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,Biology & Biochemistry,BIOCHEMICAL RESEARCH METHODS,Q4
Journal of Tekirdag Agriculture Faculty-Tekirdag Ziraat Fakultesi Dergisi,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Acta Scientiarum Polonorum-Formatio Circumiectus,Biology & Biochemistry,AGRONOMY,Q3
Pesquisa Agropecuaria Tropical,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Revista Internacional de Andrologia,Biology & Biochemistry,ANDROLOGY,Q4
Acta Technologica Agriculturae,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,Biology & Biochemistry,AGRONOMY,Q3
Rural Extension and Innovation Systems Journal,Biology & Biochemistry,AGRONOMY,Q3
Caraka Tani-Journal of Sustainable Agriculture,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Legume Research,Biology & Biochemistry,AGRONOMY,Q3
Turkish Journal of Field Crops,Biology & Biochemistry,AGRONOMY,Q3
Economia Agro-alimentare,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Landbauforschung-Journal of Sustainable and Organic Agricultural Systems,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Revista Ciencia Agronomica,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
South African Journal of Plant and Soil,Biology & Biochemistry,AGRONOMY,Q4
Journal of Plant Registrations,Biology & Biochemistry,AGRONOMY,Q4
Tropical Grasslands-Forrajes Tropicales,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
Tropical Grasslands-Forrajes Tropicales,Biology & Biochemistry,AGRONOMY,Q4
Journal of Central European Agriculture,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q3
Bioagro,Biology & Biochemistry,AGRONOMY,Q4
Emirates Journal of Food and Agriculture,Biology & Biochemistry,AGRONOMY,Q4
PERTANIKA JOURNAL OF TROPICAL AGRICULTURAL SCIENCE,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
PESQUISA AGROPECUARIA BRASILEIRA,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Journal of Agricultural Sciences,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
INDIAN JOURNAL OF AGRICULTURAL SCIENCES,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Fourrages,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Revista Mexicana de Ciencias Pecuarias,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Poultry Science Journal,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Journal fur Kulturpflanzen,Biology & Biochemistry,AGRONOMY,Q4
Scientific Papers-Series E-Land Reclamation Earth Observation & Surveying Environmental Engineering,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Bioscience Journal,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Bioscience Journal,Biology & Biochemistry,AGRONOMY,Q4
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,Biology & Biochemistry,AGRONOMY,Q4
Revista Colombiana de Investigaciones Agroindustriales,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Scientific Papers-Series A-Agronomy,Biology & Biochemistry,AGRONOMY,Q4
Ecosistemas y Recursos Agropecuarios,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
Cuadernos de Desarrollo Rural,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q3
INRAE Productions Animales,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
INTERNATIONAL JOURNAL OF MORPHOLOGY,Biology & Biochemistry,ANATOMY & MORPHOLOGY,Q4
European Poultry Science,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Journal of Livestock Science,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Indian Journal of Animal Research,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Journal of Animal and Plant Sciences-JAPS,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Agrivita,Biology & Biochemistry,AGRONOMY,Q4
Asian Journal of Agriculture and Development,Biology & Biochemistry,AGRONOMY,Q4
International Journal of Agriculture and Natural Resources,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Revista Colombiana de Ciencias Pecuarias,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Current Proteomics,Biology & Biochemistry,BIOCHEMICAL RESEARCH METHODS,Q4
Agrociencia Uruguay,Biology & Biochemistry,AGRONOMY,Q4
KSU Tarim ve Doga Dergisi-KSU Journal of Agriculture and Nature,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
SAINS TANAH,Biology & Biochemistry,AGRONOMY,Q4
Semina-Ciencias Agrarias,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Ciencia Animal Brasileira,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
AGROCIENCIA,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Zemdirbyste-Agriculture,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Iranian Journal of Applied Animal Science,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Range Management and Agroforestry,Biology & Biochemistry,AGRONOMY,Q4
AGRONOMIA MESOAMERICANA,Biology & Biochemistry,AGRONOMY,Q4
ITEA-Informacion Tecnica Economica Agraria,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
ITEA-Informacion Tecnica Economica Agraria,Biology & Biochemistry,AGRONOMY,Q4
Journal of Agricultural & Food Information,Biology & Biochemistry,AGRONOMY,Q4
Scientific Papers-Series D-Animal Science,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Chilean Journal of Agricultural & Animal Sciences,Biology & Biochemistry,AGRONOMY,Q4
Icelandic Agricultural Sciences,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
PHILIPPINE AGRICULTURAL SCIENTIST,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Terra Latinoamericana,Biology & Biochemistry,AGRONOMY,Q4
Large Animal Review,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Journal of the Indonesian Tropical Animal Agriculture,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Revista MVZ Cordoba,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
INDIAN JOURNAL OF ANIMAL SCIENCES,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Egyptian Journal of Agronomy,Biology & Biochemistry,AGRONOMY,Q4
JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,Biology & Biochemistry,AGRONOMY,Q4
Revista Brasileira de Ciencias Agrarias-Agraria,Biology & Biochemistry,AGRONOMY,Q4
Nativa,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Revista de Agricultura Neotropical,Biology & Biochemistry,AGRONOMY,Q4
Revista Fitotecnia Mexicana,Biology & Biochemistry,AGRONOMY,Q4
TROPICAL AGRICULTURE,Biology & Biochemistry,AGRONOMY,Q4
Ciencias Agronomicas,Biology & Biochemistry,AGRONOMY,Q4
European Journal of Anatomy,Biology & Biochemistry,ANATOMY & MORPHOLOGY,Q4
Journal of the Anatomical Society of India,Biology & Biochemistry,ANATOMY & MORPHOLOGY,Q4
ZUCHTUNGSKUNDE,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Agricultural Science and Practice,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Agrarforschung Schweiz,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
INDIAN JOURNAL OF DAIRY SCIENCE,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Revista de Ciencias Agricolas,Biology & Biochemistry,AGRONOMY,Q4
Buffalo Bulletin,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Journal of the Korean Magnetic Resonance Society,Biology & Biochemistry,BIOCHEMICAL RESEARCH METHODS,Q4
Revista de la Facultad de Agronomia de la Universidad del Zulia,Biology & Biochemistry,AGRONOMY,Q4
Revista Corpoica-Ciencia y Tecnologia Agropecuaria,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Agritech,Biology & Biochemistry,AGRONOMY,Q4
Proceedings of the National Academy of Sciences of Belarus-Agrarian Series,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
International Journal of Agricultural and Statistical Sciences,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Acta Brasiliensis,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Revista Agrogeoambiental,Biology & Biochemistry,AGRONOMY,Q4
BOLETIM DE INDUSTRIA ANIMAL,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Temas Agrarios,Biology & Biochemistry,AGRONOMY,Q4
Philippine Journal of Crop Science,Biology & Biochemistry,AGRONOMY,Q4
Revista Espanola de Estudios Agrosociales y Pesqueros-REEAP,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
BERICHTE UBER LANDWIRTSCHAFT,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Agroindustria Sociedad y Ambiente ASA,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",Q4
Journal of Candido Tostes Dairy Institute,Biology & Biochemistry,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",Q4
Asian Journal of Agriculture and Biology,Biology & Biochemistry,"AGRICULTURE, MULTIDISCIPLINARY",N/A
Journal of Crop Health,Biology & Biochemistry,AGRONOMY,N/A
GENETIC RESOURCES AND CROP EVOLUTION,Biology & Biochemistry,AGRONOMY,N/A
MAYDICA,Biology & Biochemistry,AGRONOMY,N/A
Signal Transduction and Targeted Therapy,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
NATURE MEDICINE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CELL,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Molecular Cancer,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Molecular Plant,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Annual Review of Biochemistry,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Molecular Cell,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CELL DEATH AND DIFFERENTIATION,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
PROGRESS IN LIPID RESEARCH,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
TRENDS IN MICROBIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Physics of Life Reviews,Biology & Biochemistry,BIOLOGY,Q1
Physics of Life Reviews,Biology & Biochemistry,BIOPHYSICS,Q1
TRENDS IN MOLECULAR MEDICINE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Nature Chemical Biology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Annual Review of Biophysics,Biology & Biochemistry,BIOPHYSICS,Q1
NUCLEIC ACIDS RESEARCH,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
EXPERIMENTAL AND MOLECULAR MEDICINE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Redox Biology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CYTOKINE & GROWTH FACTOR REVIEWS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BIOLOGICAL REVIEWS,Biology & Biochemistry,BIOLOGY,Q1
PLANT CELL,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Plant Communications,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
TRENDS IN BIOCHEMICAL SCIENCES,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
NATURAL PRODUCT REPORTS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BIOSENSORS & BIOELECTRONICS,Biology & Biochemistry,BIOPHYSICS,Q1
MOLECULAR ASPECTS OF MEDICINE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CELLULAR & MOLECULAR BIOLOGY LETTERS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
NATURE STRUCTURAL & MOLECULAR BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
NATURE STRUCTURAL & MOLECULAR BIOLOGY,Biology & Biochemistry,BIOPHYSICS,Q1
MOLECULAR PSYCHIATRY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Molecular Biomedicine,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
International Journal of Biological Sciences,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Science China-Life Sciences,Biology & Biochemistry,BIOLOGY,Q1
Genes & Diseases,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Journal of Integrative Plant Biology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
International Journal of Biological Macromolecules,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BIOSCIENCE,Biology & Biochemistry,BIOLOGY,Q1
EMBO JOURNAL,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,Biology & Biochemistry,BIOPHYSICS,Q1
FREE RADICAL BIOLOGY AND MEDICINE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
APOPTOSIS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Molecular Systems Biology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Cell Systems,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CURRENT BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CURRENT BIOLOGY,Biology & Biochemistry,BIOLOGY,Q1
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
REDOX REPORT,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
ONCOGENE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
PLOS BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
PLOS BIOLOGY,Biology & Biochemistry,BIOLOGY,Q1
Cell Chemical Biology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Journal of Genetics and Genomics,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CURRENT OPINION IN STRUCTURAL BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Chemical Biology Letters,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Science Signaling,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Antioxidants,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
MOLECULES AND CELLS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
MOLECULAR MEDICINE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
COMPUTERS IN BIOLOGY AND MEDICINE,Biology & Biochemistry,BIOLOGY,Q1
EMBO REPORTS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Cell and Bioscience,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Cell Surface,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CELLULAR AND MOLECULAR LIFE SCIENCES,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
ANTIOXIDANTS & REDOX SIGNALING,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CURRENT OPINION IN CHEMICAL BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CURRENT OPINION IN CHEMICAL BIOLOGY,Biology & Biochemistry,BIOPHYSICS,Q1
Stress Biology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Essays in Biochemistry,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
COLLOIDS AND SURFACES B-BIOINTERFACES,Biology & Biochemistry,BIOPHYSICS,Q1
Molecular Ecology Resources,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
GENOME RESEARCH,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
EXPERT REVIEWS IN MOLECULAR MEDICINE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BIOMACROMOLECULES,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
CHEMICO-BIOLOGICAL INTERACTIONS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Food & Function,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Artificial Intelligence in the Life Sciences,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
MOLECULAR BIOLOGY AND EVOLUTION,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
QUARTERLY REVIEWS OF BIOPHYSICS,Biology & Biochemistry,BIOPHYSICS,Q1
PROTEIN SCIENCE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Communications Biology,Biology & Biochemistry,BIOLOGY,Q1
Journal of Structural Biology-X,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Journal of Structural Biology-X,Biology & Biochemistry,BIOPHYSICS,Q1
BIOFACTORS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BioScience Trends,Biology & Biochemistry,BIOLOGY,Q1
RNA,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Cellular and Molecular Bioengineering,Biology & Biochemistry,BIOPHYSICS,Q1
Biology Direct,Biology & Biochemistry,BIOLOGY,Q1
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Journal of Zhejiang University-SCIENCE B,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
EXCLI Journal,Biology & Biochemistry,BIOLOGY,Q1
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Current Opinion in Insect Science,Biology & Biochemistry,BIOLOGY,Q1
MATRIX BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Biomolecules,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Extracellular Vesicles and Circulating Nucleic Acids,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,Biology & Biochemistry,BIOLOGY,Q1
BIOORGANIC CHEMISTRY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Nucleic Acid Therapeutics,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
Non-coding RNA Research,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BIOSCIENCE REPORTS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q1
BIOLOGICAL RESEARCH,Biology & Biochemistry,BIOLOGY,Q1
EUROPEAN JOURNAL OF HUMAN GENETICS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q2
MOLECULES,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q2
